name,date,temp,pressure
DATASET1_3_10000_00033.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00034.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00035.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00036.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00037.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00038.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00039.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00040.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00041.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00042.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00043.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00044.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00045.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00046.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00047.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00048.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00049.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00050.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00051.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00052.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00053.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00054.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00055.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00056.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00057.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00058.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00059.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00060.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00061.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00062.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00063.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00064.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00065.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00066.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00067.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00068.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00069.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00070.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00071.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00072.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00073.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00074.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00075.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00076.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00077.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00078.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00079.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00080.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00081.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00082.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00083.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00084.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00085.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00086.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00087.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00088.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00089.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00090.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00091.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00092.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00093.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00094.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00095.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00096.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00097.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00098.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00099.tif,01_31_2025,296.5,88012.0
DATASET1_3_10000_00100.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00000.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00001.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00002.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00003.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00004.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00005.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00006.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00007.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00008.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00009.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00010.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00011.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00012.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00013.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00014.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00015.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00016.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00017.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00018.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00019.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00020.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00021.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00022.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00023.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00024.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00025.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00026.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00027.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00028.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00029.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00030.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00031.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00032.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00033.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00034.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00035.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00036.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00037.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00038.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00039.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00040.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00041.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00042.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00043.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00044.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00045.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00046.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00047.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00048.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00049.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00050.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00051.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00052.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00053.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00054.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00055.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00056.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00057.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00058.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00059.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00060.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00061.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00062.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00063.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00064.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00065.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00066.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00067.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00068.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00069.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00070.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00071.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00072.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00073.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00074.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00075.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00076.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00077.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00078.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00079.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00080.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00081.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00082.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00083.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00084.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00085.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00086.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00087.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00088.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00089.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00090.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00091.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00092.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00093.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00094.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00095.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00096.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00097.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00098.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00099.tif,01_31_2025,296.5,88012.0
DATASET1_3_10500_00100.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00000.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00001.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00002.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00003.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00004.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00005.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00006.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00007.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00008.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00009.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00010.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00011.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00012.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00013.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00014.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00015.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00016.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00017.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00018.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00019.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00020.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00021.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00022.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00023.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00024.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00025.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00026.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00027.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00028.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00029.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00030.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00031.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00032.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00033.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00034.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00035.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00036.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00037.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00038.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00039.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00040.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00041.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00042.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00043.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00044.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00045.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00046.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00047.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00048.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00049.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00050.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00051.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00052.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00053.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00054.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00055.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00056.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00057.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00058.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00059.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00060.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00061.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00062.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00063.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00064.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00065.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00066.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00067.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00068.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00069.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00070.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00071.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00072.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00073.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00074.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00075.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00076.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00077.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00078.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00079.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00080.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00081.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00082.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00083.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00084.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00085.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00086.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00087.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00088.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00089.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00090.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00091.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00092.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00093.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00094.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00095.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00096.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00097.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00098.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00099.tif,01_31_2025,296.5,88012.0
DATASET1_3_11000_00100.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00000.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00001.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00002.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00003.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00004.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00005.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00006.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00007.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00008.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00009.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00010.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00011.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00012.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00013.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00014.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00015.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00016.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00017.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00018.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00019.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00020.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00021.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00022.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00023.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00024.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00025.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00026.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00027.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00028.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00029.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00030.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00031.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00032.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00033.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00034.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00035.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00036.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00037.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00038.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00039.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00040.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00041.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00042.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00043.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00044.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00045.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00046.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00047.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00048.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00049.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00050.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00051.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00052.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00053.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00054.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00055.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00056.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00057.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00058.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00059.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00060.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00061.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00062.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00063.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00064.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00065.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00066.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00067.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00068.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00069.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00070.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00071.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00072.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00073.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00074.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00075.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00076.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00077.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00078.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00079.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00080.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00081.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00082.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00083.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00084.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00085.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00086.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00087.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00088.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00089.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00090.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00091.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00092.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00093.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00094.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00095.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00096.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00097.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00098.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00099.tif,01_31_2025,296.5,88012.0
DATASET1_3_11500_00100.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00000.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00001.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00002.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00003.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00004.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00005.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00006.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00007.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00008.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00009.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00010.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00011.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00012.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00013.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00014.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00015.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00016.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00017.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00018.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00019.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00020.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00021.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00022.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00023.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00024.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00025.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00026.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00027.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00028.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00029.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00030.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00031.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00032.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00033.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00034.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00035.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00036.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00037.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00038.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00039.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00040.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00041.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00042.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00043.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00044.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00045.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00046.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00047.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00048.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00049.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00050.tif,01_31_2025,296.5,88012.0
DATASET1_3_12000_00051.tif,01_31_2025,296.5,88012.0
